participant_id,school_belong,school_fit_in,school_outsider,school_comfort,school_uncertain,class_belong,class_fit_in,class_outsider,class_comfort,class_uncertain,know_prior_class,moti_intris_interest,moti_intris_like,moti_util_now,moti_util_future,moti_util_grad,class_enjoy,class_disclose,class_perform,demograph_birth,demograph_gender_1,demograph_gender_2,demograph_gender_31,demograph_gender_32,demograph_gender_33,demograph_gender_34,demograph_gender_4,demograph_gender_34_TEXT,demograph_race_41,demograph_race_11,demograph_race_12,demograph_race_13,demograph_race_19,demograph_race_31,demograph_race_32,demograph_race_33,demograph_race_39,demograph_race_21,demograph_race_22,demograph_race_23,demograph_race_29,demograph_race_51,demograph_race_52,demograph_race_59,demograph_race_42,demograph_race_89,demograph_race_99,demograph_race_89_TEXT,demograph_aca_year,demograph_aca_year_6_TEXT,demograph_inter_stud,psych_major_likely,demograph_parent_edu,demograph_share_p2
120B,5,5,3,6,4,7,7,1,6,1,2,4,4,4,3,3,4,3,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,5,37,
120C,7,7,1,7,1,7,7,1,7,1,0,4,4,5,5,4,5,4,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,3,36,N/A
120D,4,4,5,4,3,6,6,2,7,1,0,4,4,5,4,4,4,1,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,3,34,
121A,6,7,1,7,1,6,7,1,7,1,4,4,4,5,5,4,5,4,6,2003,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,1,5,37,/
121B,5,6,2,6,2,7,7,2,7,2,0,5,4,4,5,5,5,1,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,5,36,N/A
121C,5,5,3,5,2,6,6,3,6,1,2,4,4,4,4,4,5,1,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,1,3,#NULL!,
121D,6,5,1,6,2,5,5,1,7,1,3,3,3,2,3,5,4,3,6,2003,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,1,5,36,
122A,7,6,1,6,1,6,6,1,6,1,3,4,3,5,5,4,3,1,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,3,36,
122B,6,7,1,7,1,6,6,1,6,1,1,5,4,5,5,5,5,2,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,5,37,N/A
122C,6,6,4,6,4,7,5,4,6,2,0,5,4,4,4,4,5,3,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,4,35,
122D,7,7,1,7,1,7,7,1,7,1,4,5,4,5,5,5,5,5,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,5,36,NA
123A,6,6,2,5,2,6,5,2,5,2,0,3,2,3,3,3,3,4,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,3,37,
123B,7,6,2,6,1,6,6,2,5,1,1,3,3,4,5,5,3,3,6,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,4,#NULL!,
123C,7,7,1,7,1,7,7,1,7,1,1,3,3,4,4,4,3,3,6,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,1,37,N/A
123D,7,7,2,6,2,6,5,5,7,2,0,4,4,4,4,2,4,3,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,1,1,37,
124A,6,5,3,6,2,5,4,4,3,3,0,3,1,2,2,2,3,3,5,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,,1,,0,1,34,
124B,6,6,2,6,2,6,6,2,6,1,0,3,2,2,3,2,3,4,6,2003,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,2,37,
124C,6,6,2,6,2,6,6,2,6,1,0,4,3,4,4,3,4,3,6,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,3,36,
125A,6,6,2,6,2,4,4,4,5,3,0,3,3,4,4,3,3,1,6,2000,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,3,,0,1,37,
125B,5,4,3,5,4,6,6,2,7,1,1,4,3,4,4,5,4,1,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,3,36,
125C,7,7,1,7,1,6,6,6,6,1,4,2,2,4,3,3,2,4,5,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,,2,,0,2,37,the questions should be more personal to force people to share deep things about themselves.
125D,7,7,1,6,2,7,7,1,7,1,1,5,3,3,5,5,3,1,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,6,37,
126A,6,6,3,6,3,7,7,1,7,1,1,5,5,4,4,5,5,1,6,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,5,37,
126B,7,6,2,6,2,6,6,2,6,1,3,4,3,4,5,5,3,1,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,5,37,
126C,4,2,6,3,4,6,5,4,6,1,0,3,2,4,5,5,3,2,6,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,34,
126D,6,6,1,6,1,6,5,2,6,2,2,4,3,4,4,4,4,2,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,1,3,37,
127A,6,6,2,5,1,6,5,5,6,3,0,4,4,4,3,3,4,3,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,2,37,
127B,4,4,5,4,3,2,2,6,6,3,0,3,2,1,1,1,2,2,6,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,1,37,
127C,7,6,2,6,3,5,4,5,5,3,0,4,3,3,3,3,4,3,6,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,3,,0,1,36,n/a
127D,7,6,2,6,2,7,7,1,7,1,0,5,4,4,5,5,5,4,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,5,37,N/A.
128A,5,5,4,6,2,3,3,4,5,3,1,3,3,3,4,3,4,3,4,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,37,
128B,6,6,2,6,2,4,4,4,4,3,0,3,3,3,3,3,3,2,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,1,2,#NULL!,
128C,7,7,1,7,1,7,7,2,7,1,4,4,4,3,4,3,4,1,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,4,37,
128D,7,7,2,6,2,6,5,3,6,2,1,4,3,3,4,4,4,2,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,2,37,
129A,6,6,2,6,2,3,4,3,3,3,0,3,3,4,4,2,3,1,5,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,37,
129B,6,6,2,6,2,5,5,3,6,3,0,4,4,5,5,4,4,4,6,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,3,,0,1,37,N/A
129C,6,7,1,7,2,6,7,1,6,2,0,4,3,4,4,3,4,3,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,2,37,
129D,5,5,4,5,4,4,4,3,6,2,2,3,2,3,3,2,3,1,6,2000,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,3,,1,1,34,
130A,6,5,4,6,3,6,5,2,7,1,4,4,4,4,3,2,5,3,5,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,3,36,
130B,7,6,2,6,2,7,7,1,7,1,1,5,4,4,4,4,5,3,6,2000,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,3,,0,5,36,
130C,4,4,4,4,3,4,4,4,4,3,2,3,3,3,3,3,3,3,4,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,#NULL!,
130D,5,6,3,5,3,2,3,6,2,4,1,3,2,5,3,3,3,1,5,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,37,
131A,7,6,2,6,2,6,6,2,5,2,2,4,3,3,4,2,4,3,5,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,37,
131B,4,3,5,4,3,7,6,2,6,1,0,5,5,5,5,5,4,2,6,2001,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,1,5,34,
131C,4,5,3,3,3,4,4,4,3,2,2,2,2,2,2,2,2,1,5,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,2,37,none
131D,7,6,2,6,3,3,4,3,3,4,0,4,3,3,3,3,3,3,4,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,4,37,
132A,6,6,2,6,2,5,5,3,5,2,2,5,5,4,3,5,5,3,5,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,5,37,
132B,6,5,5,6,3,6,6,2,7,1,2,5,4,4,4,4,5,5,6,2000,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,3,,0,2,37,
132C,7,5,3,6,2,4,4,3,4,3,2,3,2,3,2,2,2,5,5,2001,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,37,
132D,6,5,4,6,2,6,5,4,6,3,1,4,3,4,4,5,5,4,5,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,,3,,0,5,37,
133A,4,3,5,4,3,6,6,2,7,1,0,4,4,3,3,3,5,2,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,3,37,
133B,3,6,5,6,4,7,6,2,6,2,0,3,3,3,3,4,4,5,5,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,1,3,36,
134A,7,7,1,7,1,5,3,5,7,1,0,3,2,3,2,2,3,1,5,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,37,People really don't share personal stories and there aren't too many opportunities to talk to others in the class
134B,4,4,5,3,3,6,4,4,5,1,1,3,3,3,4,4,3,1,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,2,36,
134C,6,5,5,5,3,7,6,3,7,1,2,4,2,3,4,3,4,2,5,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,2,36,
135A,7,7,1,7,2,4,6,1,7,1,1,3,2,2,2,2,3,2,5,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,1,37,
135B,5,5,4,6,3,4,5,5,3,3,0,2,3,4,2,3,4,3,6,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,1,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,4,34,No
135C,4,4,4,5,2,6,6,2,6,1,1,4,3,3,3,3,4,4,6,2002,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,3,37,
136A,6,6,1,7,2,6,6,2,7,3,4,3,2,4,5,5,3,3,5,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,3,37,
136B,7,7,1,7,1,7,7,1,7,1,1,4,4,5,5,5,4,4,5,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,,1,,0,5,36,
136C,4,4,5,5,1,7,7,1,7,1,1,4,4,3,4,5,5,4,6,2001,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,0,5,37,
137A,7,7,2,7,1,7,7,1,7,1,2,5,5,5,5,5,5,4,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,0,5,37,
137B,6,6,2,6,2,6,6,2,6,2,4,4,4,3,4,4,4,3,6,2003,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,1,5,23,None
137C,5,5,2,4,4,6,6,2,6,2,3,4,4,4,5,5,5,4,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,,1,5,37,
137D,6,5,2,6,2,4,5,4,6,3,1,4,3,3,3,3,4,2,6,2002,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,2,,1,1,37,
138A,6,6,5,6,3,4,4,5,4,1,0,3,3,2,1,1,4,1,5,2000,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,,3,,0,1,37,NO
